nom	id	theme	description
ArrondiAuMultiple	1410088706	Mathématiques	Renvoie la valeur arrondie d'une valeur numérique au multiple le plus proche d'une autre valeur numérique.
AuthDéconnecte	1410090538	gestion des protocoles OAuth et OpenID	Déconnecte un utilisateur précédemment authentifié via :le protocole OAuth 2.0 sur un service Web quelconque.le protocole OpenID sur un service Web qu
AuthImporteToken	1410089557	gestion des protocoles OAuth et OpenID	Crée un token d'accès à un webservice à partir d'une description de token au format JSON.
AuthIntrospecteToken	1410090841	gestion des protocoles OAuth et OpenID	Introspecte un token OAuth.
AuthRécupèreInfoUtilisateur	1410090919	gestion des protocoles OAuth et OpenID	Récupère les informations concernant un utilisateur à partir d'un jeton d'accès (access token).
AuthRenouvelleToken	1000026168	gestion des protocoles OAuth et OpenID	Renouvelle un token OAuth2 d'un utilisateur si ce token est expiré.
AuthRévoqueToken	1410090634	gestion des protocoles OAuth et OpenID	Révoque un token JWT.
AuthVérifieAuthentification	1410090756	gestion des protocoles OAuth et OpenID	Vérifie la validité du token de l'utilisateur courant dans le cas d'une authentification SSO.
AvertissementAsynchrone	1000025270	Boîtes de dialogue	Affiche un message personnalisé dans une fenêtre d'avertissement système non bloquante.
Belgique.VérifieBCE	1410089348	gestion des identifiants administratifs	Teste la validité d'un numéro BCE (numéro Banque-Carrefour des Entreprises de Belgique servant à identifier une entreprise).
Belgique.VérifieNISS	1410089349	gestion des identifiants administratifs	Teste la validité d'un numéro NISS (numéro d'identification de la sécurité sociale de Belgique).
Belgique.VérifieNuméroFiscal	1410090223	gestion des identifiants administratifs	Teste la validité d'un numéro fiscal en Belgique.Cette fonction est disponible en code navigateur à partir de la version 2026 Update 1.
Belgique.VérifieUE	1410089350	gestion des identifiants administratifs	Teste la validité d'un numéro UE (numéro d'unité d'établissement identifiant un établissement d'une entreprise en Belgique).
BitcoinAdresseValide	1410088858	BitcoinCore	Vérifie si une adresse d'un portefeuille Bitcoin est valide.
BitcoinCoreConnexionOccurrence	1410090772	BitcoinCore	Renvoie le nombre de pairs connectés.
BitcoinCoreDateHeureDernierBloc	1410090322	BitcoinCore	Renvoie la date et l'heure de création du dernier bloc.
BitcoinCoreDateHeureDernierLancement	1410090771	BitcoinCore	Renvoie la date et l'heure du dernier lancement du logiciel Bitcoin Core.
BitcoinCoreDifficulté	1410086761	BitcoinCore	Renvoie la difficulté courante du réseau.
BitcoinCoreEspaceDisqueUtilisé	1410090773	BitcoinCore	Indique la taille sur disque de la blockchain.
BitcoinCoreHashBloc	1410090774	BitcoinCore	Renvoie le hash d’un bloc identifié par son indice.
BitcoinCoreNombreBloc	1410090321	BitcoinCore	Renvoie la taille de la chaîne de blocs connue par le noeud Bitcoin (c'est-à-dire le nombre de blocs créés depuis le 3 janvier 2009). Il est ainsi pos
BitcoinCoreNombreHashParSeconde	1410090319	BitcoinCore	Renvoie le nombre de fois où la fonction sha256 a du être calculée par secondes pour calculer le dernier bloc. Ce nombre correspond à une preuve de tr
BitcoinCoreParamètre	1410090320	BitcoinCore	Indique les paramètres de connexion au serveur Bitcoin Core, afin d'utiliser les fonctions BitcoinCoreXXXX.
BitcoinCoreTauxHash	1410086762	BitcoinCore	Calcule le "taux de hash" (hashrate) actuel nécessaire pour créer de nouveaux blocs.
BoutonSegmentéAjoute	1410090834	Bouton segmenté	Ajoute une nouvelle option (c'est-à-dire un nouveau bouton) dans un champ Bouton segmenté.
BoutonSegmentéInsère	1410090835	Bouton segmenté	Insère une nouvelle option dans un champ Bouton segmenté.
BoutonSegmentéSupprime	1410090836	Bouton segmenté	Supprime une option dans un champ Bouton segmenté.
BoutonSegmentéSupprimeTout	1410090837	Bouton segmenté	Supprime toutes les options d'un champ Bouton segmenté.
Brésil.VérifieCNPJ	1410089249	gestion des identifiants administratifs	Teste la validité d'un numéro CNPJ (numéro d'identification d'entreprise au Brésil).
Brésil.VérifieCPF	1410089245	gestion des identifiants administratifs	Teste la validité d'un numéro CPF (numéro d'identification personnel au Brésil).
Brésil.VérifieNuméroFiscal	1410090228	gestion des identifiants administratifs	Teste la validité d'un numéro fiscal au Brésil.Cette fonction est disponible en code navigateur à partir de la version 2026 Update 1.
BTLEInitialisePériphérique	1410087620	BTLE	Initialise un périphérique Bluetooth Low Energy sous Windows.
BufferVersPhrase	1000025938	gestion des chaînes	Renvoie une phrase mnémotechnique à partir d'un buffer en utilisant l'algorithme BIP39.
BufferVersURI	1410087415	URI	Sauvegarde le contenu d'un buffer dans une ressource identifiée par son URI.
CaméraPhoto	1410087225	Caméra	Prend une photo via un champ Caméra dans une application Android ou iOS.
CaméraVidéoArrête	1410087229	Caméra	Arrête l'enregistrement d'une vidéo précédemment démarré par la fonction CaméraVidéoDémarre.
CaméraVidéoDémarre	1410087227	Caméra	Démarre l'enregistrement d'une vidéo via un champ Caméra dans une application Android ou iOS.
Canada.VérifieNAS	1410089351	gestion des identifiants administratifs	Teste la validité d'un numéro NAS (numéro d'assurance sociale du Canada).
Canada.VérifieNE15	1410089352	gestion des identifiants administratifs	Teste la validité d'un numéro NE15 (numéro d'entreprise sur 15 caractères identifiant un établissement d'une entreprise au Canada).
Canada.VérifieNE9	1410089353	gestion des identifiants administratifs	Teste la validité d'un numéro NE9 (numéro d'entreprise à 9 chiffres servant à identifier une entreprise au Canada).
Canada.VérifieNuméroFiscal	1410090221	gestion des identifiants administratifs	Teste la validité d'un numéro fiscal du Canada.Cette fonction est disponible en code navigateur à partir de la version 2026 Update 1.
CarteAffichePopup	1000025553	Carte	Ouvre la popup d'un marqueur affiché dans un champ Carte.
CarteAfficheZone	1000025535	Carte	Déplace la carte affichée dans le champ Carte pour que la zone géographique spécifiée soit entièrement visible dans le champ.
CarteAjouteCalque	1410091361	Carte	Ajoute un nouveau calque dans une carte affichée dans un champ Carte.
CarteAjouteForme	1000025509	Carte	Ajoute une nouvelle forme (polygone, ligne, cercle) sur la carte affichée dans un champ Carte.
CarteAjouteImage	1000025532	Carte	Ajoute une nouvelle image sur la carte affichée dans un champ Carte.
CarteChangeStyle	1000025556	Carte	Modifie le style de la carte affichée dans le champ Carte.Attention : La gestion des styles de carte a été modifiée par Google. Cette fonction n'est p
CarteFermePopup	1000025554	Carte	Ferme la popup d'un marqueur affichée dans le champ Carte.
CarteIdentifiantGgl	1410091136	Carte	Renvoie ou modifie le style de la carte affichée dans le champ Carte. Ce style correspond à un ID de carte défini dans la console Google Cloud.
CarteLimiteZone	1000025537	Carte	Limite la zone géographique affichée dans le champ Carte.
CarteModifieForme	1000025511	Carte	Modifie une forme dessinée sur la carte affichée dans un champ Carte.
CarteModifieImage	1000025533	Carte	Modifie une image dessinée sur la carte affichée dans un champ Carte.
CartePopupAffichée	1000025555	Carte	Permet de savoir si la popup d'un marqueur du champ Carte est affichée.
CarteRécupèreStyle	1000025557	Carte	Renvoie le style utilisé par la carte affichée dans le champ Carte.Attention : La gestion des styles de carte a été modifiée par Google. Cette fonctio
CarteSupprimeCalque	1410091362	Carte	Supprime un calque d'une carte affichée dans un champ Carte.
CarteSupprimeForme	1000025510	Carte	Supprime une forme dessinée sur la carte affichée dans un champ Carte.
CarteSupprimeImage	1000025534	Carte	Supprime une image dessinée sur la carte affichée dans un champ Carte.
CertificatExporte	1410090436	gestion des certificats	Exporte un certificat du magasin de certificats Windows vers un fichier au format "pfx"ou "cert".
CertificatExtraitMessageEnveloppé	1410091163	gestion des certificats	Vérifie la validité d'une signature au format PKCS7 enveloppée et extrait le message enveloppé.
CertificatExtraitValeurExtension	1410087221	gestion des certificats	Renvoie la valeur d'une extension du certificat.
CertificatGénèreDepuisCSR	1410086712	gestion des certificats	Crée un certificat X.509 signé à partir d'une demande de signature de certificat (CSR – Certificate Signing Request).
CertificatPEMVersPFX	1410090438	gestion des certificats	Convertit un fichier de certificat au format "pem" en un ficher de certificat au format "PFX" incluant la clé privée.
CertificatSignePackageMSIX	1410091135	gestion des certificats	Signe un package MSIX avec un certificat.
ChaîneEncadre	1410091370	gestion des chaînes	Encadre une chaîne par une chaîne de début et une chaîne de fin (uniquement si ces chaînes ne sont pas déjà présentes).
ChaîneSupprimeDoublon	1410087412	gestion des chaînes	Supprime les doublons parmi les sous-chaînes d'une chaîne de caractères en fonction d'un ou plusieurs séparateurs.
ChaîneVersNumérique	1410087852	gestion des chaînes	Renvoie la valeur numérique d'une chaîne de caractères. Il est ainsi possible d'effectuer des calculs numériques sur des chaînes de caractères.
ChampRectangle	1410090408		
ChangePageSource	1000024600	gestion des pages	Change dynamiquement la page affichée dans un champ Page interne.
ChangeThème	1000025266	gestion du téléphone	Permet de modifier par programmation le thème (sombre ou clair) utilisé par l'application mobile.
ChatIAAjouteLigne	1410091384	Chat IA	Ajoute d'une ligne personnalisée dans la conversation d'un champ Chat IA.Attention : Cette fonction est disponible en iOS uniquement à partir de la ve
ChatIAChargeConversation	1410091365	Chat IA	Charge une conversation dans un champ Chat IA.Attention : Cette fonction est disponible en iOS uniquement à partir de la version 2026 Update 2.Cette f
ChatIADemande	1410091334	Chat IA	Lance une nouvelle demande dans le champ Chat IA.Attention : Cette fonction est disponible en iOS uniquement à partir de la version 2026 Update 2.Cett
ChatIARegénèreDemande	1410091360	Chat IA	Lance une nouvelle demande à partir de la conversation en cours dans le champ Chat IA.Attention : Cette fonction est disponible en iOS uniquement à pa
ChatIASauveConversation	1410091364	Chat IA	Sauvegarde la conversation en cours dans un champ Chat IA (en mémoire ou sous forme de fichier au format json).Attention : Cette fonction est disponib
ChatIAStopDemande	1410091363		
Clone	1000024843	diverses WINDEV	Construit une copie d'une instance de classe : Un objet de la classe réelle de l'instance de la classe est alloué. Une copie des membres de l'instance
CmdAjouteArgument	1410090501	Commande	Ajoute un argument à une commande à exécuter en mode console.
CmdAjouteOption	1410090502	Commande	Ajoute une option à la commande à exécuter en mode console.
CmdEcritEntréeStandard	1410090503	Commande	Ecrit les données sur l'entrée standard de la commande exécutée en mode console.
CmdExécute	1410090500	Commande	Exécute une commande en mode console.
CmdExécutionEstEnCours	1410091011	Commande	Indique si l'exécutable lié à une commande exécutée en mode console est actuellement en cours d'exécution.
CmdLitSortieErreur	1410090505	Commande	Lit les données disponibles sur la sortie d'erreur pour la commande lancée en mode console.
CmdLitSortieStandard	1410090504	Commande	Lit les données disponibles sur la sortie standard pour la commande lancée en mode console.
CmdRécupèreCodeRetour	1410090506	Commande	Récupère le code de retour de la commande lancée en mode console, c'est-à-dire la valeur renvoyée à la terminaison de la commande.
CmdTermine	1410091013	Commande	Force la terminaison de l'exécutable associé à une commande en mode console en cours d'exécution.
CodeSQLMetEnForme	1410091388	diverses WINDEV	Met en forme un code SQL : coloration, réécriture normalisée, etc.Attention : Cette fonction est disponible uniquement à partir de la version 2026 Upd
CodeWLangageDonneDéclarationsCSS	1410090145	diverses WINDEV	Renvoie la feuille de style CSS correspondant à un thème du code WLangage.Attention : Cette fonction est conservée pour compatibilité. Utilisez la fon
CodeWLangageMetEnForme	1410090043	diverses WINDEV	Met en forme un code WLangage : coloration, réécriture normalisée, indentation, traduction, etc.
CoffreFortContenusSecrets	1410091203	diverses WINDEV	Permet de savoir si les contenus secrets des coffres-forts sont présents, c'est-à-dire si l'exécution est réalisée avec les contenus secrets.
